tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan
AL IRSYAD RS SBY,JL. KHM MANSYUR NO. 210-214,Kota Surabaya,Jawa Timur
AL IRSYAD RS SURABAYA,JL.KH.MANSYUR NO.210-214 KELURAHAN NYAMPLUNGAN KECAMATAN PABEAN CANTIAN,Kota Surabaya,Jawa Timur
AL IRSYAD SURABAYA RS SURABAYA,JL. KHM. MANSYUR NO. 210-214 DAN 191 SURABAYA KELURAHAN NYAMPLUNGAN KECAMATAN,Kota Surabaya,Jawa Timur
AL IRSYAD SURABAYA RS SURABAYA,JL. KHM. MANSYUR 210-214,Kota Surabaya,Jawa Timur
AL KAROMAH APOTEK ZAINUL ABIDIN,JL.KABUPATEN NO.9 NGULING,Pasuruan,Jawa Timur
AL KAROMAH APOTEK ZAINUL ABIDIN,PASURUAN,Pasuruan,Jawa Timur
AL KAROMAH APOTEK ZAINUL ABIDIN ZAINUL,JL.KABUPATEN NO.9 NGULING,Pasuruan,Jawa Timur
AL KHANZA APOTEK,JL. PUK SUMBEREJO KANOR,Bojonegoro,Jawa Timur
AL MAHDI APOTEK,JL.BRAWIJAYA MUNCAR,Banyuwangi,Jawa Timur
AL MAHDI APOTEK AGUSTINA RAHAYU A,BANYUWANGI,Banyuwangi,Jawa Timur
AL MAHDI APOTEK AGUSTINA RAHAYU A,JL.BRAWIJAYA NO.1 MUNCAR,Banyuwangi,Jawa Timur
AL MAUNAH PASURUAN APOTEK MLG,JL. KH.ABDUL KHAMID NO. 20--20A,Kota Surabaya,Jawa Timur
AL MOCHTADI APOTEK,JL. RAYA BLIMBING - PACIRAN,Lamongan,Jawa Timur
ALAM JAYA MLG APOTEK,JL PSR BESAR NO 110,Kota Malang,Jawa Timur
ALAZIS RS SDO,JL.RAYA TEMBELANG,Jombang,Jawa Timur
ALBA MEDIKA SURABAYA APOTEK,JL.BABATAN PANTAI 1-A-SURABAYA TIMUR,Kota Surabaya,Jawa Timur
ALCASIMA 17 APOTEK,DUSUN SIDOREJO WETAN RT 01 RW 01 DESA YOSOMULYO,Banyuwangi,Jawa Timur
ALCASIMA 17 APOTEK,BANYUWANGI,Banyuwangi,Jawa Timur
ALCASIMA 17 APOTEK,DSN.KRAJAN RT.02 RW.04 DS.YOSOMULYO KEC.GAMBIRAN,Banyuwangi,Jawa Timur
ALCASIMA 18 APOTEK,"JLN. RAYA JEMBER, DSN. KRAJAN II",Jember,Jawa Timur
ALCASIMA 3,DSN. KRAJAN RT.04 RW.04 PURWOHARJO,Banyuwangi,Jawa Timur
ALCASIMA 3 APOTEK,DUSUN KRAJAN,Banyuwangi,Jawa Timur
ALCASIMA 3 APOTEK,DUSUN KRAJAN RT04 RW04,Banyuwangi,Jawa Timur
ALCASIMA 3 APOTEK,PURWOHARJO/B.WANGI,Banyuwangi,Jawa Timur
ALCASIMA 4 APOTEK,DUSUN KRAJAN RT01 RW04 KEDUNGREJO,Banyuwangi,Jawa Timur
ALCASIMA 4 APOTEK,MUNCAR/BANYUWANGI,Banyuwangi,Jawa Timur
ALCASIMA 5 APOTEK,TEMUGURUH/B.WANGI,Banyuwangi,Jawa Timur
ALCASIMA 8 APOTEK,JL.DSN SUKOREJO RT002 RW003 DS.SUKAMAJU SRONO,Banyuwangi,Jawa Timur
ALCASIMA APOTEK,DUSUN CANGAAN RT.02 RW. 03 DESA GENTENG WETAN,Banyuwangi,Jawa Timur
ALCASIMA APOTEK RIANITA MEGAWATI,BANYUWANGI,Banyuwangi,Jawa Timur
ALCASIMA APOTEK RIANITA MEGAWATI RIANITA,DSN.CANGAAN RT.2 RW.3 GENTENG,Banyuwangi,Jawa Timur
ALDIFA APOTEK,JL. LETNAN RAMLI NO 25,Bangkalan,Jawa Timur
ALDIFA APOTEK,JL.LETNAN RAMLI NO.25,Bangkalan,Jawa Timur
ALFA FARMA APOTEK,JL.RAYA 347 DOLOPO TELP.(0351)367380 DOLOPO,Kota Yogyakarta,Daerah Istimewa Yogyakarta
ALFA FARMA APOTEK,JL KYAI MOJO NO 67 KECAMATAN TEGALREJO KELURAHAN TEGALREJO,Kota Yogyakarta,Daerah Istimewa Yogyakarta
ALFA OMEGA APOTEK JEMBER,JL. DIPONEGORO NO. 8 BANGSALSARI,Jember,Jawa Timur
ALFA OMEGA APOTEK MEGAWATI,JEMBER,Jember,Jawa Timur
ALFA OMEGA APOTEK MEGAWATI,JL.DIPONEGORO NO.8 BANGSALSARI,Jember,Jawa Timur
ALFA OMEGA APOTEK MEGAWATI MEGAWATI,JL.DIPONEGORO NO.8 BANGSALSARI,Jember,Jawa Timur
ALFA OMEGA JOMBANG APOTEK JOMBANG,JL. SUPRIADI 86 NGORO,Jombang,Jawa Timur
ALFAIZI FARMA APOTEK,KAB KEDIRI,Kediri,Jawa Timur
ALFATHUNISSA,"DESA LABURUNCI, KECAMATAN",Kota Cirebon,Jawa Barat
ALHAFIY APOTEK SDO,JL. BRAWIJAYA NO. 9 TROWULAN,Mojokerto,Jawa Timur
ALHANIF APOTEK,"JL. SUMBERAYU NO. 261 SUMBERBERAS, MUNCAR",Banyuwangi,Jawa Timur
ALI FARMA APOTEK PAMEKASAN,JALAN BRAWIJAYA KEL. JUNGCANG CANG KECAMATAN PAMEKASAN,Pamekasan,Jawa Timur
ALIF SENTOSA APOTEK,JL.RAYA GOLOKAN NO.99 SIDAYU,Gresik,Jawa Timur
ALIF SENTOSA APOTEK,GRESIK,Gresik,Jawa Timur
ALIFIA APOTEK,JL. J.A. SUPRAPTO NO. 21 KELURAHAN KARANGPACAR,Bojonegoro,Jawa Timur
ALIFIA APOTEK,BOJONEGORO,Bojonegoro,Jawa Timur
ALIFIA APOTEK,JL.J.A.SUPRAPTO NO.21,Bojonegoro,Jawa Timur
ALIFIA BOJONEGORO APOTEK BOJONEGORO,JL. JA. SUPRAPTO 21,Bojonegoro,Jawa Timur
ALISA APOTEK,JL.GERSIKAN BUNTU NO.9 SURABAYA,Kota Surabaya,Jawa Timur
ALKAFF FARMA APOTEK,DSN.DEMANGAN RT.1 RW.2 WULUHAN JEMBER,Jember,Jawa Timur
ALKAFI FARMA APOTEK MJK,JL. MURIA RAYA NO. 19 WATES - MAGERSARI,Kota Mojokerto,Jawa Timur
ALKAUTSAR DISTRIBUSI FARMA PT NGANJUK,"JL. DEWI SARTIKA 76 RT 003 RW 002 KEL. W ARUJAYENG, KEC. TANJUNGANOM, KAB. NGANJU",Nganjuk,Jawa Timur
ALLUNA MEDIKA KLINIK,JL. ADIPATI ARYA RT.003 RW.003 KEL. PENGABEAN KEC. LOSARI,Brebes,Jawa Tengah
ALMEERA FARMA APOTEK,JL SUROMENGGOLO BANGUNSARI PONOROGO,Ponorogo,Jawa Timur
ALMIRA APOTEK,JL. WONOKUSUMO NO. 57,Kota Surabaya,Jawa Timur
ALMIRA APOTEK,JL WONOKUSUMO NO.57 WONOKUSUMO - SEMAMPIR,Kota Surabaya,Jawa Timur
ALPEN AGUNG RAYA PT,JLN KENJERAN NO.506-SURABAYA,Kota Surabaya,Jawa Timur
ALPEN AGUNG RAYA PT,JLN SATELIT INDAH 2 DARMO SURABAYA-SURABAYA BARAT,Kota Surabaya,Jawa Timur
ALPEN AGUNG RAYA RS MITRA K PT SURABAYA,"JL. SATELIT INDAH II, DARMO SATELIT",Kota Surabaya,Jawa Timur
ALPEN AGUNG RAYA RS MITRA K PT SURABAYA,JL. SATELIT INDAH NO. 2,Kota Surabaya,Jawa Timur
ALQI APOTEK,SURABAYA,Kota Surabaya,Jawa Timur
ALQI APOTEK,JL.TANAH MERAH UTARA NO144SURABAYA,Kota Surabaya,Jawa Timur
ALTHA FARMA 2,JL. WATU ULO NO. 51,Jember,Jawa Timur
ALTHA FARMA 4 APOTEK,JL RAMBIPUJI NO.71,Jember,Jawa Timur
ALTHA FARMA APOTEK,JL. PAHLAWAN NO 104,Jember,Jawa Timur
ALTHA FARMA APOTEK,JL.PAHLAWAN NO.126 WULUHAN JEMBER,Jember,Jawa Timur
ALVI APOTEK,"JL. DR. SUTOMO NO. 10 SANAN WETAN, SANAN WETAN",Kota Blitar,Jawa Timur
ALVINDO JUHAN LESTARI PT,SURABAYA,Kota Surabaya,Jawa Timur
ALYA FARMA APOTEK,JL.PLATUK NO.82,Kota Surabaya,Jawa Timur
ALYA FARMA APOTEK,"JL. PLATUK NO.82, SIDOTOPO WETANSURABAYA",Kota Surabaya,Jawa Timur
ALYCIA APOTEK,RUKO GREEN PARK REGENCY FF 15 SEKARDANGAN,Sidoarjo,Jawa Timur
AMAL SEHAT BANGOREJO KLINIK,DSN KEDUNGREJO RT 4 RW 1 SAMBIMULYO-BANGOREJO,Banyuwangi,Jawa Timur
AMAN APOTEK,JL BEBEKAN NO 15,Sidoarjo,Jawa Timur
AMAN APOTEK,JL.BEBEKAN 15 TELP.7881228 WONOCOLO,Sidoarjo,Jawa Timur
AMAN APOTEK,JL.BEBEKAN NO.15 SEPANJANG,Sidoarjo,Jawa Timur
AMAN APOTEK,JL. BEBEKAN 15 - SEPANJANG SEPANJANG,Sidoarjo,Jawa Timur
AMAN APOTEK,JL.BEBEKAN NO.15,Sidoarjo,Jawa Timur
AMAN APOTEK SBY,JL. RAYA BEBEKAN NO. 15,Sidoarjo,Jawa Timur
AMAN SEPANJANG APOTEK SIDOARJO,JL. RAYA BEBEKAN 15 - SEPANJANG,Sidoarjo,Jawa Timur
AMANAH 2 APOTEK,JL. RAYA PADEMAWU KOMPLEK PERTOKOAN DEPAN PUSKESMA,Pamekasan,Jawa Timur
AMANAH 2 APOTEK,JL. PADEMAWU DEPAN PUSKESMAS PADEMAWU MADURA,Pamekasan,Jawa Timur
AMANAH 3 APOTEK,"JL. RAYA PAYUDAN NO 21 DESA KETAWANG LARANGAN KEC. GANDING, KAB PAMEKASAN PAMEKASAN",Pamekasan,Jawa Timur
AMANAH MAHMUDAH RSK,"Jl. JEND.SUDIRMAN NO. 06 DESA SITANGGAL KEC. LARANGAN, BREBES (KAB) 52262, JAWA TENGAH",Brebes,Jawa Tengah
AMANDA RSIA,JL MAYOR SUJADI NO 38,Tulungagung,Jawa Timur
AMARIS NUSANTARA GEMILANG PT,JL BOULEVARD FAMILI SELATAN KAV I,Kota Surabaya,Jawa Timur
AMEENA APOTEK,JL. RAYA MUNENG KIDUL RT.001 RW.001 DS.MUNENG KIDU,Probolinggo,Jawa Timur
AMEENA APOTEK PROBOLINGGO,JL. RAYA MUNENG KIDUL RT. 001 RW. 0001 PROBOLINGGO,Probolinggo,Jawa Timur
AMELIA APOTEK,JL. PUCANG ANOM TIMUR NO. 16,Kota Surabaya,Jawa Timur
AMELIA APOTEK,JL.PUCANG ANOM TIMUR NO.16 SURABAYA,Kota Surabaya,Jawa Timur
AMELIA INSTALASI FARMASI RS,JL.PAHLAWAN NO.25 A DESA TULUNGREJO KECAMATAN PARE,Kediri,Jawa Timur
AMELIA RS KDR,JL. PAHLAWAN NO. 25 A,Kediri,Jawa Timur
AMELYS APOTEK,JL A YANI NO 118 PONOROGO,Ponorogo,Jawa Timur
AMIN MEDICAL CENTER KLINIK UTAMA,JL.KH. WAKHID HASYIM NO.24 GUNUNG SEKAR-SAMPANG,Sampang,Jawa Timur
AMINA FARMA APOTEK,"Jl. Kyai Morang Raya No.68, Plamongan Sari, Kec. Pedurungan, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah
AMINAH RSI,JL.KENARI NO.54 PLOSOKEREP BLITAR,Blitar,Jawa Timur
AMINAH RSIA INST FARM RS MLG,JL KENARI NO 54,Kota Blitar,Jawa Timur
AMINAH RSU,JL. VETERAN NO. 12 KEPANJEN KIDUL,Kota Blitar,Jawa Timur
AMINAH RSU,JL. VETERAN NO. 39 RT.002 RW.003 KEPANJEN KIDUL-KEPANJEN KIDUL,Kota Blitar,Jawa Timur
AMINAH RSU MLG,JL.VETERAN NO.39,Kota Blitar,Jawa Timur
AMIRA APOTEK,JL. WONOSARI LOR NO. 99 - D,Kota Surabaya,Jawa Timur
AMIRA APOTEK,JL. WONOSARI LOR NO. 99 - D WONOKUSUMO - SEMAMPIR,Kota Surabaya,Jawa Timur
AMIRA APOTEK MUNIRA BACHMID,JL.WONOSARI LOR BLOK A8 NO.99-D (RUKO AMIRA GRAHA),Kota Surabaya,Jawa Timur
AMKANA SEHAT APOTEK,JL. SUPRIADI NO. 15 BANARAN - KERTOSONO,Nganjuk,Jawa Timur
AMKANA SEHAT APOTEK,JL SUPRIYADI NO 15 RT 02 RW 04 BANARAN KERTOSONO,Nganjuk,Jawa Timur
AMMAR FARMA APOTEK,RT 001 RW 001,Kediri,Jawa Timur
AMORITA FARMA APOTEK,JL. MANUKAN RUKUN 18A / 1,Kota Surabaya,Jawa Timur
AMORITA FARMA APOTEK,JL. MANUKAN RUKUN 18 A/1 TANDES,Kota Surabaya,Jawa Timur
AN JAYA APOTEK,JL. KEBALEN TIMUR NO. 103,Kota Surabaya,Jawa Timur
AN JAYA APOTEK SBY,JL. KEBALEN TIMUR NO. 103,Kota Surabaya,Jawa Timur
AN NIMAH WANGON RSU,JL.RAYA KLAPAGADING KULON KELURAHAN KLAPAGADING RT.001 RW.014 KECAMATAN WANGON,Banyumas,Jawa Tengah
AN NOOR MEDIKA RS,JL. ANDANSARI 01 KEL. SUKOREJO,Lamongan,Jawa Timur
AN NUR APOTEK,JL. RAYA PLAKPAK KEC. PEGANTENAN-PAMEKASAN MADURA,Pamekasan,Jawa Timur
AN NUR FARMA APOTEK,DSN.PANJANGRUM 6,Kota Mojokerto,Jawa Timur
AN NUR FARMA MOJOKERTO APOTEK MOJOKERTO,JL. PANDAN ARUM 6 PACET MOJOKERTO,Mojokerto,Jawa Timur
ANAK ANAK SEHAT APOTEK,JL. BUPATI SOEBARKAH A-4 KENITEN,Ponorogo,Jawa Timur
ANANDA APOTEK,JL. VETERAN NO. 29,Kota Pekalongan,Jawa Tengah
ANANDA RS MALANG,"MASTRIP NO 14, JL",Blitar,Jawa Timur
ANANDA RSU,JALAN MASTRIP NO 14 RT .004 RW .003 DESA/KELURAHANSRENGAT KECAMATAN SRENGAT KAB.BLITAR,Blitar,Jawa Timur
ANDROMEDA APOTEK,JL. NIAGA NO. 1,Situbondo,Jawa Timur
ANDROMEDA APOTEK,JL. NIAGA NO.1 BESUKI SITUBONDO,Situbondo,Jawa Timur
ANDROMEDA APOTEK SITUBONDO,JL. NIAGA NO:1 BESUKI -,Situbondo,Jawa Timur
ANGGUN APOTEK,JL.RAYA SUKO NO.92 SIDOARJO,Sidoarjo,Jawa Timur
ANGKASA 32 FARMA APOTEK,JL.RAYA KENDALPAYAK NO.4 MALANG,Malang,Jawa Timur
ANGKATAN DARAT BRAWIJAYA SURABAYA,JL. KESATRIAN 17 - SURABAYA,Kota Surabaya,Jawa Timur
ANGKATAN DARAT BRAWIJAYA SURABAYA SURABAYA,JL. KESATRIAN 17 - SURABAYA,Kota Surabaya,Jawa Timur
ANGKOTSARI APOTEK,"JL PULAU BELITUNG I X C, KEL PEDUNGAN, DENPASAR SELATAN",Kota Denpasar,Bali
ANITA FARMA APOTEK,JL. KH. HASYIMASHARI NO. 23,Bojonegoro,Jawa Timur
ANJUK LADANG APOTEK,JL DIPONEGORO NO 40,Nganjuk,Jawa Timur
ANJUK LADANG APOTEK NGANJUK,"DIPONEGORO 40, JL",Nganjuk,Jawa Timur
ANMED ANUGERAH MEDIKA APOTEK,"JL. PAJAJARAN, TAMANBARU, BANYUWANGI",Banyuwangi,Jawa Timur
ANMED ANUGRAH MEDIKA APOTEK,"JL. PAJAJARAN NO 42, TAMAN BARU, BANYUWANGI TAMANBARU BANYUWANGI",Banyuwangi,Jawa Timur
ANNA MEDIKA MADURA RSU,"JL. RE. MARTADINATA NO. 10, MELAJEH",Bangkalan,Jawa Timur
ANNA MEDIKA MADURA RSU SBY,JL RE. MARTADINATA NO. 10,Bangkalan,Jawa Timur
ANNA MEDIKA RSU,JL.R.E MARTADINATA NO.10 MLAJAH,Bangkalan,Jawa Timur
ANNAJAH APOTEK,JL. ARGOPUTO RT 003 RW 001 DS KOTAKAN SITUBONDO,Situbondo,Jawa Timur
ANOM SURYA PHARMINDO PBF,KAB NGANJUK,Nganjuk,Jawa Timur
ANOM SURYA PHARMINDO PBF NGANJUK,"JL. A. YANI NO 201 RT 002 RW 001 LINGK. PELEM KEL. WARUJAYENG,",Nganjuk,Jawa Timur
ANTARA APOTEK,JL. ARGOPURO NO. 64,Situbondo,Jawa Timur
ANTARA SITUBONDO APOTEK SITUBONDO,JL. ARGOPURO NO.64 SITUBONDO,Situbondo,Jawa Timur
ANTASARI APOTEK,"JL.P ANTASARI 148,TLP(0532)5940624 PANGKALAN BUN",Kotawaringin Barat,Kalimantan Tengah
ANTIN FARMA APOTEK,RUKO PASAR BENDIL WUNGU NO T 4,Tulungagung,Jawa Timur
ANTIN FARMA APOTEK,RUKO PASAR BENDI WUNGU T04 SUMBER GEMPOL TULUNG AGUNG,Tulungagung,Jawa Timur
ANUGERAH 2 MOJOKERTO APOTEK MOJOKERTO,"JL. RAYA PACET 107, SROYO KEC. DLANGGU MOJOKERTO TL. 081234554372",Mojokerto,Jawa Timur
ANUGERAH APOTEK MALANG,JL.KLABAT NO.3 MALANG,Malang,Jawa Timur
ANUGERAH APOTEK MLG,JL. KLABAT NO. 3,Kota Malang,Jawa Timur
ANUGERAH BALINDO CENTRAFARMA,JALAN BAKUNG NO 28 DESA/KELURAHAN KESIMAN KERT ALANGU KECAMATAN DENPASAR TIMUR KOTA DENPASAR BALI 80237,Kota Denpasar,Bali
ANUGERAH BLUTO MEDIKA APOTEK,JL. RAYA BLUTO NO. 12 DESA BUMBUNGAN,Sumenep,Jawa Timur
ANUGERAH FARMA,"Jl.Trunojoyo 262 desa Kolor Kec.kota Sumenep, Kec.Kota Sumenep",Sumenep,Jawa Timur
ANUGERAH MOJOSARI APOTEK MOJOKERTO,JL. MASJID 22 - MOJOSARI,Mojokerto,Jawa Timur
ANUGERAH SARI ABADI,RUKO ADE IRMA SURYANI B-10 KASIN KLOJEN,Kota Malang,Jawa Timur
ANUGRAH FARMA APOTEK FAJAR SUAIDI,JL.TRUNOJOYO NO.262 KOLOR,Sumenep,Jawa Timur
ANUGRAH FARMA APOTEK FAJAR SUAIDI,SUMENEP,Sumenep,Jawa Timur
ANUGRAH JAYA APOTEK,JL A YANI NO 11,Kediri,Jawa Timur
ANUGRAH JAYA APOTEK,JL. A.YANI NO. 11 TULUNGREJO-PARE,Kediri,Jawa Timur
ANUGRAH JAYA APOTEK KEDIRI,"JL. A. YANI NO 11 DS TULUNGREJO KEC. PARE, KAB. KEDIRI",Kediri,Jawa Timur
ANUGRAH MITRA JAYA PT,JL.PANJANG JIWO NO.46-48 BLOK.A/31-32 SURABAYA,Kota Surabaya,Jawa Timur
ANUGRAH MITRA JAYA PT,JL.RAYA PANJANG JIWO 46-48 BLOK A-31 SURABAYA,Kota Surabaya,Jawa Timur
ANUGRAH MITRA JAYA PT,JL.PANJANG JIWO NO.46-48 BLOK.A/31-32,Kota Surabaya,Jawa Timur
ANUGRAH MITRA JAYA PT,JL.RAYA PANJANG JIWO NO. 46-48 RUKO PANJI MAKMUR A 31-32 KEC.TENGGILIS,Kota Surabaya,Jawa Timur
ANUGRAH MITRA JAYA PT SBY,JL.RAYA PANJANG JIWO 46-48,Kota Surabaya,Jawa Timur
ANUGRAH MITRA JAYA SURABAYA PT SURABAYA,JL.RAYA PANJANG JIWO 46-48,Kota Surabaya,Jawa Timur
ANUGRAH MLG APOTEK,JL KLABAT NO 3,Kota Malang,Jawa Timur
ANWAR MEDIKA,JL. BYPASS KRIAN KM 33 BALONGBENDO,Sidoarjo,Jawa Timur
ANWAR MEDIKA KRIAN RSU SIDOARJO,JL.RAYA BY PASS KRIAN KM 33 SEMAWUT,Sidoarjo,Jawa Timur
ANWAR MEDIKA R S U,JL. RAYA BY PASS KRIAN KM 33 SEMAWUT BALONGBENDO - BALONGBENDO,Sidoarjo,Jawa Timur
ANWAR MEDIKA RS,JL BY PASS - KRIAN,Sidoarjo,Jawa Timur
ANWAR MEDIKA RS,JL. BY PASS KRIAN KM 33,Sidoarjo,Jawa Timur
ANWAR MEDIKA RS SDO,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,Sidoarjo,Jawa Timur
ANWAR MEDIKA RSU,JL.RAYA BY PASS KRIAN KM 33 SEMAWUT BALONGBENDO,Sidoarjo,Jawa Timur
ANY MEDIKA SAMPANG APOTEK,"JL.RAYA SAMPANG-KETAPANG ,DSN OLOH TENGAH SAMPANG",Sampang,Jawa Timur
ANYA APOTEK,JL. MENUR PUMPUNGAN 78 RT 001 / RW 006,Kota Surabaya,Jawa Timur
AP ADAM FARMA,JALANPANJANG JIWO IV18,Kota Surabaya,Jawa Timur
AP. K-24 DELTASARI,JL. DELTASARI INDAH BLOK AP/12 SIDOARJO,Sidoarjo,Jawa Timur
AP/KLINIK UTAMA RAWAT JALAN MEDIKA - SURABAYA,JALANPAKUWON TOWN SQUARE BLOK AA 1/3 SURABAYA,Kota Surabaya,Jawa Timur
AP3526-0118,"jl. raya paeng, kec. modung, kab. bangkalan, madura, Kec.Tanah Merah",Bangkalan,Jawa Timur
AP3526-0123,"JL. TENGGUN DAJAH, DESA TENGGUN DAJAH, KEC. KLAMPIS, KAB. BANGKALAN, Kec.Kamal",Bangkalan,Jawa Timur
AP3527-0024,"Jl. Raya Noreh No. 17 Kec. Sreseha, Kec.Banyuates",Sampang,Jawa Timur
AP3527-0036,"Jl. Jamaluddin No. 9 RT/RW 002/002 , Kec.Jrengik",Sampang,Jawa Timur
AP3527-0048,"Jalan Trunojoyo No.64, Kec.Jrengik",Sampang,Jawa Timur
AP3528-0002,"Jl. Jokotole No.51 Pamekasan, Kec.Galis",Pamekasan,Jawa Timur
AP3528-0011,"JL.JOKOTOLE 240 A PAMEKASAN, Kec.Pakong",Pamekasan,Jawa Timur
AP3528-0050,"Jl. Raya Tamberu, Kec.Pegantenan",Pamekasan,Jawa Timur
AP3528-0052,"Dsn. Taman II Desa Larangan Tokol Kec. Tlanakan, Kec.Waru",Pamekasan,Jawa Timur
AP3528-0068,"Dsn.Keppo RT.001 RW.001, Kec.Batu Marmar",Pamekasan,Jawa Timur
AP3528-0070,"DUSUN BULAY, Kec.Batu Marmar",Pamekasan,Jawa Timur
AP3528-0076,"jalan raya bunder, Kec.Pakong",Pamekasan,Jawa Timur
AP3528-0084,"Jalan Pintu gerbang. Pertokoan H.Husni Blok A4, Kec.Galis",Pamekasan,Jawa Timur
AP3529-0010,"JL.RAYA SARONGGI NO.21, Kec.Bluto",Sumenep,Jawa Timur
AP3529-0097,"Jln. dr. Cipto No. 40A , Kec.Ambunten",Sumenep,Jawa Timur
APB APOTEK,JL. RAYA DUNGUS LOR RT. 01 RW. 01 DESA DUNGUS,Gresik,Jawa Timur
APB APOTEK,JL RAYA DUNGUS LOR RT.01 RW.01 DUNGUS CERME,Gresik,Jawa Timur
APB GRESIK,JALAN RAYA DUNGUS LOR RT 01 RW 01 DUNGUS CERME,Gresik,Jawa Timur
APCOM FARMA APOTEK,JL. SMPN 1 WARUREJO NO.8 NGASEM PASURUAN,Pasuruan,Jawa Timur
APEL FARMA APOTEK,JL.PAJANG NO.9 RT.6 RW.6 DAMPIT MALANG,Malang,Jawa Timur
APO DHIKA FARMA,JL. ERLANGGA NO 162 A KATANG SUKOREJO NGASEMKEDIRI,Kediri,Jawa Timur
APOLLO APOTEK,JL SIDOSERMO BARAT NO. 71 (LAMA: SIDOSERMO AIRDAS,Kota Surabaya,Jawa Timur
APOLLO APOTEK,JL.SIDOSERMO BARAT NO.71 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK 00588 - WAVA HUSADA RS/ MALANG,JALANPANGLIMA SUDIRMAN NO 99 A TELP: 0341 393000FAX: 0341 398398 KEPANJEN,Malang,Jawa Timur
APOTEK 05998 - ANTARA,JALAN ARGOPURO 64 SITUBONDO SITUBONDO 68312,Situbondo,Jawa Timur
APOTEK 07555 - TRITUNGGAL MERR SURABAYA,JALAN SUKOSEMOLO MERR NO 9 SURABAYA-TIMUR 60119,Kota Surabaya,Jawa Timur
APOTEK 07566 - PERMATA FARMA SITUBONDO,JALAN PEMUDA TEMBUS BARU RT . 010 RW . 004 DESA/KELURAHAN KOTAKAN KECAMATAN SITUBONDO KABUPATEN SITUBONDO PROV JAWA TIMUR SITUBONDO 68312,Situbondo,Jawa Timur
APOTEK 10 Jaya,Dusun Sambikenceng Rt 01 RW 10 Katerban Kec Baron-Kab Nganjuk,Nganjuk,Jawa Timur
APOTEK 101 APOTEK MALANG,"JL. HAMID RUSDI 101 G, BUNULREJO MALANG",Malang,Jawa Timur
APOTEK 123,JL. MANUKAN TAMA NO. 178,Kota Surabaya,Jawa Timur
APOTEK 123,"JL. MANUKAN TAMA NO.178, KEL. MANUKAN KULON",Kota Surabaya,Jawa Timur
APOTEK 16,"Dsn. Pataan RT.004 RW.002, Ds. Pataan, Sambeng, Kab. Lamongan",Lamongan,Jawa Timur
APOTEK 178,JALAN PLOSO BARU 178 SURABAYA,Kota Surabaya,Jawa Timur
APOTEK 178,JL.PLOSO BARU NO.178,Kota Surabaya,Jawa Timur
APOTEK 18,Jl.Raya Bringin 26 Karangjati Kec Karangjati-Kab Ngawi,Ngawi,Jawa Timur
APOTEK 18,JL. RAYA BRINGIN NO.26 KEL.SIDOKERTO KARANGJATI,Ngawi,Jawa Timur
APOTEK 2 OSCAR,JALAN DHARMAWANGSA NO : 28,Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR,JALAN DHARMAWANGSA NO 28 RT .008 RW .001 AIRLANGGA GUBENG,Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR,JALAN DHARMAWANGSA NO. 28 RT.008 RW.001 AIRLANGGA GUBENG,Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR,"Jl. Dharmawangsa No.28, Airlangga, Kec. Gubeng, Surabaya",Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR,JL. DHARMAWANGSA NO. 28,Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR - SURABAYA,JALAN DHARMAWANGSA NO 28,Kota Surabaya,Jawa Timur
APOTEK 2 OSCAR 16P SO,JALAN DHARMAWANGSA NO. 28 RT.008 RW.001 AIRLANGGA GUBENG,Kota Surabaya,Jawa Timur
APOTEK 27,MASTRIP No.120 - A. MADE,Lamongan,Jawa Timur
APOTEK 27,"JL.AKI BALAK RT 20, KARANG ANYAR PANTAIKOTA TARAKAN-KALIMANTAN UTARA",Lamongan,Jawa Timur
APOTEK 3 BERSAUDARA,JATISRONO RT 03 RW 01 DS JATRISONO KEC JATISRONO,Wonogiri,Jawa Tengah
APOTEK 3 PUTRA FARMA,"JL.JENDRAL SUDIRMAN, GIRIMULYO, NABIRE-PAPUA TENGAH",Nabire,Papua Tengah
APOTEK 3 PUTRA FARMA DEBORA DASSI,"JL. JENDRAL SUDIRMAN, GIRIMULYO, NABIRE, NABIRE, PAPUA TENGAH",Nabire,Papua Tengah
APOTEK 36 FARMA,JL.SUMUR KEMBAR NO.3 DS.BEJI KEC.JENU TUBAN,Tuban,Jawa Timur
APOTEK 36 FARMA,"JL SUMUR KEMBAR NO 3 DS BEJI, JENUTUBAN",Tuban,Jawa Timur
APOTEK 36 FARMA,JL. SUMUR KEMBAR NO. 3 DS. BEJI KEC. JENU,Tuban,Jawa Timur
APOTEK 369,JL.RAYA PANGERANGAN SAMPANG,Sampang,Jawa Timur
APOTEK 37 FARMA,JL. SUMUR KEMBAR NO. 3 DS. BEJI KEC. JENU,Tuban,Jawa Timur
